,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Train Loss,Train Accuracy,Probability Correct
1,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,1,1.0,100.0,0.5077
2,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,4,0.9497,100.0,0.5363
3,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,8,0.7963,100.0,0.6258
4,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,12,0.5078,100.0,0.7223
5,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,16,0.4716,100.0,0.7654
6,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,20,0.3254,100.0,0.787
7,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,24,0.2363,100.0,0.8303
8,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,28,0.0807,100.0,0.8736
9,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,32,0.0,100.0,0.8971
10,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,36,0.0,100.0,0.8971
11,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,40,0.0,100.0,0.8971
12,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,44,0.0,100.0,0.8971
13,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,48,0.0,100.0,0.8971
14,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,52,0.0,100.0,0.8971
15,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,56,0.0,100.0,0.8971
16,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,60,0.0,100.0,0.8971
17,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,1,64,0.0,100.0,0.8971
18,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,1,1.0,100.0,0.5055
19,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,4,0.9653,100.0,0.524
20,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,8,0.9075,100.0,0.554
21,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,12,0.8392,100.0,0.5891
22,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,16,0.748,100.0,0.6368
23,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,20,0.5954,100.0,0.6982
24,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,24,0.4151,100.0,0.7465
25,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,28,0.3983,100.0,0.7766
26,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,32,0.306,100.0,0.7553
27,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,36,0.3456,100.0,0.8242
28,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,40,0.2681,100.0,0.8452
29,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,44,0.1935,100.0,0.8649
30,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,48,0.1191,100.0,0.8826
31,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,52,0.0689,100.0,0.8631
32,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,56,0.052,100.0,0.8685
33,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,60,0.0365,100.0,0.8775
34,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,2,64,0.0236,100.0,0.8935
35,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,1,1.0,100.0,0.5055
36,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,4,0.965,100.0,0.5242
37,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,8,0.908,100.0,0.5534
38,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,12,0.8445,100.0,0.5854
39,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,16,0.7653,100.0,0.6267
40,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,20,0.6273,87.5,0.6884
41,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,24,0.4338,87.5,0.7409
42,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,28,0.5583,100.0,0.7193
43,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,32,0.4824,100.0,0.762
44,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,36,0.2797,87.5,0.8157
45,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,40,0.2912,100.0,0.8338
46,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,44,0.1518,100.0,0.8003
47,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,48,0.229,100.0,0.864
48,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,52,0.1551,100.0,0.8783
49,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,56,0.0905,100.0,0.8951
50,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,60,0.0039,100.0,0.8919
51,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,3,64,0.0666,100.0,0.9091
52,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,1,1.0,100.0,0.5061
53,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,4,0.9612,100.0,0.5268
54,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,8,0.8958,100.0,0.5617
55,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,12,0.7773,87.5,0.6318
56,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,16,0.5332,87.5,0.714
57,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,20,0.6156,100.0,0.7315
58,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,24,0.4792,87.5,0.7799
59,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,28,0.3163,100.0,0.7469
60,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,32,0.2768,100.0,0.7728
61,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,36,0.2354,100.0,0.7963
62,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,40,0.1903,100.0,0.8186
63,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,44,0.1398,100.0,0.8162
64,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,48,0.1151,100.0,0.8392
65,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,52,0.0917,100.0,0.8592
66,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,56,0.0489,100.0,0.8852
67,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,60,0.0164,100.0,0.8973
68,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,4,64,0.0209,100.0,0.9045
69,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,1,1.0,100.0,0.5056
70,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,4,0.9647,100.0,0.5245
71,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,8,0.9053,100.0,0.5552
72,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,12,0.8355,100.0,0.5913
73,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,16,0.7378,100.0,0.6401
74,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,20,0.6118,87.5,0.6915
75,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,24,0.4571,87.5,0.7397
76,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,28,0.3507,87.5,0.7761
77,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,32,0.2599,100.0,0.8063
78,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,36,0.1751,100.0,0.8319
79,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,40,0.2869,100.0,0.8481
80,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,44,0.217,100.0,0.8625
81,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,48,0.166,100.0,0.8751
82,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,52,0.1188,100.0,0.8858
83,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,56,0.0827,100.0,0.8941
84,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,60,0.0963,100.0,0.9055
85,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,5,64,0.0654,100.0,0.9092
86,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,1,1.0,100.0,0.5041
87,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,4,0.9739,100.0,0.5183
88,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,8,0.926,100.0,0.5437
89,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,12,0.8697,100.0,0.5719
90,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,16,0.8109,100.0,0.6006
91,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,20,0.7513,100.0,0.6288
92,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,24,0.6916,100.0,0.6562
93,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,28,0.6317,100.0,0.6827
94,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,32,0.5718,100.0,0.7081
95,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,36,0.5118,100.0,0.7322
96,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,40,0.4518,100.0,0.7551
97,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,44,0.3918,100.0,0.7766
98,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,48,0.3319,100.0,0.7967
99,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,52,0.2719,100.0,0.8154
100,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,56,0.2119,100.0,0.8328
101,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,60,0.1519,100.0,0.8489
102,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,0,6,64,0.0919,100.0,0.8636
103,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,1,1.0,100.0,0.5077
104,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,4,0.9497,100.0,0.5363
105,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,8,0.7963,100.0,0.6258
106,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,12,0.5078,100.0,0.7223
107,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,16,0.4716,100.0,0.7654
108,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,20,0.3254,100.0,0.787
109,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,24,0.2363,100.0,0.8303
110,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,28,0.0807,100.0,0.8736
111,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,32,0.0,100.0,0.8971
112,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,36,0.0,100.0,0.8971
113,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,40,0.0,100.0,0.8971
114,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,44,0.0,100.0,0.8971
115,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,48,0.0,100.0,0.8971
116,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,52,0.0,100.0,0.8971
117,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,56,0.0,100.0,0.8971
118,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,60,0.0,100.0,0.8971
119,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,1,64,0.0,100.0,0.8971
120,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,2,1,1.0,100.0,0.5047
121,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,2,4,0.9701,100.0,0.5209
122,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,2,8,0.9175,100.0,0.5483
123,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,2,12,0.8583,100.0,0.5778
124,alcove,resnet18,hinge,shj_images_set2,0.002,0.015,6.0,2.0,1,2,16,0.7973,100.0,0.6074
