,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Train Loss,Train Accuracy,Probability Correct
1,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,1,1.0381,100.0,0.9569
2,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,4,0.0,100.0,0.9569
3,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,8,0.0,100.0,0.9569
4,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,12,0.0,100.0,0.9569
5,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,16,0.0,100.0,0.9569
6,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,20,0.0,100.0,0.9569
7,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,24,0.0,100.0,0.9569
8,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,28,0.0,100.0,0.9569
9,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,32,0.0,100.0,0.9569
10,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,36,0.0,100.0,0.9569
11,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,40,0.0,100.0,0.9569
12,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,44,0.0,100.0,0.9569
13,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,48,0.0,100.0,0.9569
14,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,52,0.0,100.0,0.9569
15,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,56,0.0,100.0,0.9569
16,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,60,0.0,100.0,0.9569
17,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,1,64,0.0,100.0,0.9569
18,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,2,1,0.974,100.0,0.9359
19,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,2,4,0.0,100.0,0.9359
20,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,2,8,0.0,100.0,0.9359
21,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,2,12,0.0,100.0,0.9359
22,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,2,16,0.0,100.0,0.9359
23,mlp,vgg11,hinge,shj_images_set2,0.002,0.015,,2.0,0,2,20,0.0,100.0,0.9359
