,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,1,64,0.6955,50.0,0.5033
2,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,5,64,0.6679,100.0,0.5328
3,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,10,64,0.6335,100.0,0.5682
4,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,15,64,0.6016,100.0,0.6016
5,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,20,64,0.5719,100.0,0.6329
6,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,25,64,0.5444,100.0,0.662
7,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,30,64,0.5188,100.0,0.689
8,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,35,64,0.495,100.0,0.7139
9,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,40,64,0.4728,100.0,0.7367
10,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,45,64,0.4522,100.0,0.7576
11,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,50,64,0.433,100.0,0.7767
12,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,55,64,0.415,100.0,0.7941
13,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,60,64,0.3982,100.0,0.81
14,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,1,64,0.7007,87.5,0.5048
15,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,5,64,0.6665,100.0,0.5343
16,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,10,64,0.6322,100.0,0.5695
17,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,15,64,0.6003,100.0,0.6029
18,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,20,64,0.5708,100.0,0.6341
19,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,25,64,0.5433,100.0,0.6632
20,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,30,64,0.5178,100.0,0.6901
21,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,35,64,0.4941,100.0,0.7148
22,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,40,64,0.472,100.0,0.7376
23,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,45,64,0.4514,100.0,0.7584
24,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,50,64,0.4323,100.0,0.7774
25,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,55,64,0.4143,100.0,0.7948
26,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,60,64,0.3976,100.0,0.8106
27,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,1,64,0.7,75.0,0.5049
28,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,5,64,0.6664,100.0,0.5343
29,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,10,64,0.6321,100.0,0.5696
30,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,15,64,0.6003,100.0,0.6029
31,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,20,64,0.5707,100.0,0.6341
32,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,25,64,0.5433,100.0,0.6632
33,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,30,64,0.5178,100.0,0.6901
34,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,35,64,0.494,100.0,0.7149
35,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,40,64,0.472,100.0,0.7377
36,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,45,64,0.4514,100.0,0.7585
37,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,50,64,0.4322,100.0,0.7775
38,alcove,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,55,64,0.4143,100.0,0.7948
