,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,1,64,1.0028,50.0,0.5066
2,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,5,64,0.8968,100.0,0.566
3,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,10,64,0.7468,100.0,0.6375
4,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,15,64,0.5968,100.0,0.7034
5,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,20,64,0.4468,100.0,0.7618
6,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,25,64,0.2968,100.0,0.8118
7,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,30,64,0.1468,100.0,0.8534
8,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,35,64,0.0272,100.0,0.8798
9,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,40,64,0.0,100.0,0.8838
10,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,45,64,0.0,100.0,0.8838
11,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,50,64,0.0,100.0,0.8838
12,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,55,64,0.0,100.0,0.8838
13,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,60,64,0.0,100.0,0.8838
14,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,1,64,1.0298,87.5,0.5096
15,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,5,64,0.8907,100.0,0.5692
16,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,10,64,0.7407,100.0,0.6407
17,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,15,64,0.5907,100.0,0.7065
18,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,20,64,0.4407,100.0,0.7647
19,alcove,vgg11,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,25,64,0.2907,100.0,0.8143
