,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,1,128,0.5152,87.5,0.5068
2,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,2,128,0.4865,100.0,0.5167
3,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,3,128,0.4671,100.0,0.5264
4,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,4,128,0.4485,100.0,0.5359
5,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,5,128,0.4306,100.0,0.5452
6,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,6,128,0.4134,100.0,0.5543
7,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,7,128,0.3969,100.0,0.5632
8,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,8,128,0.381,100.0,0.5719
9,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,9,128,0.3656,100.0,0.5804
10,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,10,128,0.3508,100.0,0.5888
11,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,11,128,0.3365,100.0,0.597
12,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,12,128,0.3225,100.0,0.6052
13,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,13,128,0.3086,100.0,0.6137
14,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,14,128,0.294,100.0,0.6236
15,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,15,128,0.2755,100.0,0.6389
16,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,16,128,0.2431,100.0,0.6709
17,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,17,128,0.158,100.0,0.7595
18,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,18,128,0.0859,100.0,0.7848
19,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,19,128,0.0603,100.0,0.8004
20,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,20,128,0.044,100.0,0.814
21,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,21,128,0.0312,100.0,0.8252
22,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,22,128,0.0224,100.0,0.8346
23,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,23,128,0.0161,100.0,0.8426
24,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,24,128,0.0115,100.0,0.8493
25,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,25,128,0.0084,100.0,0.8549
26,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,26,128,0.0063,100.0,0.8594
27,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,27,128,0.0048,100.0,0.8633
28,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,28,128,0.0038,100.0,0.8665
29,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,29,128,0.0031,100.0,0.8691
30,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,30,128,0.0026,100.0,0.8714
31,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,31,128,0.0023,100.0,0.8732
32,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,32,128,0.002,100.0,0.8748
33,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,33,128,0.0018,100.0,0.8762
34,alcove,resnet152,humble,shj_images_set1,0.0033,0.02,6.5,2.0,0,1,34,128,0.0016,100.0,0.8774
