,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Train Loss,Train Accuracy,Probability Correct
1,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,1,0.5763,50.0,0.5191
2,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,4,0.1082,100.0,0.7947
3,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,8,0.2507,100.0,0.8822
4,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,12,0.3126,100.0,0.887
5,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,16,0.375,100.0,0.8891
6,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,20,0.375,100.0,0.8902
7,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,24,0.375,100.0,0.8907
8,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,28,0.375,100.0,0.8911
9,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,32,0.375,100.0,0.8912
10,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,36,0.375,100.0,0.8913
11,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,40,0.375,100.0,0.8914
12,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,44,0.375,100.0,0.8914
13,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,48,0.375,100.0,0.8914
14,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,52,0.375,100.0,0.8914
15,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,56,0.375,100.0,0.8914
16,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,60,0.375,100.0,0.8914
17,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,1,64,0.375,100.0,0.8914
18,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,1,0.5061,50.0,0.5079
19,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,4,0.4715,50.0,0.5637
20,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,8,0.4913,75.0,0.5257
21,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,12,0.4912,87.5,0.5459
22,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,16,0.3669,50.0,0.563
23,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,20,0.1699,75.0,0.6631
24,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,24,0.2267,100.0,0.6972
25,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,28,0.3063,75.0,0.6613
26,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,32,0.1159,100.0,0.82
27,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,36,0.1861,100.0,0.816
28,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,40,0.4826,87.5,0.7558
29,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,44,0.1288,100.0,0.8777
30,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,48,0.1259,100.0,0.8843
31,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,52,0.1878,100.0,0.887
32,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,56,0.2501,100.0,0.8884
33,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,60,0.2501,100.0,0.8892
34,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,2,64,0.3125,100.0,0.8898
35,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,3,1,0.5396,50.0,0.5289
36,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,3,4,0.2586,75.0,0.693
37,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,3,8,0.2148,100.0,0.7655
38,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,3,12,0.3934,100.0,0.7763
39,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,3,16,0.3698,100.0,0.8537
40,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,3,20,0.272,100.0,0.8838
41,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,3,24,0.2573,100.0,0.9028
42,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,3,28,0.3151,100.0,0.9157
43,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,3,32,0.3127,100.0,0.9192
44,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,3,36,0.3125,100.0,0.9205
45,mlp,resnet152,humble,shj_images_set1,0.002,0.015,,2.0,0,3,40,0.3125,100.0,0.9211
